"","url","Agency","Job_Category","Description","Location","Last_Date_to_Apply","Qualifications","Salary","Contact_Person","Contact_eMail","Website","Contact_Phone","Start_Date"
"130","http://wfscjobs.tamu.edu/jobs/intern-volunteer-california/","California Department of Conservation","Volunteer Openings","Work under the supervision of the Environmental Program Manager I of the Abandoned Mine Lands Program (AMLP) in the Office of Mine Reclamation as a member of an interdisciplinary team whose responsibility is to identify, locate, characterize, and remediate abandoned mine lands in California. Work in the office both independently and collaboratively with other AMLP team members performing data entry, analysis, and research. This internship is an ideal opportunity to work with environmental and geographic information systems (GIS) professionals while learning or increasing skills related to environmental sciences, GIS, and geodatabase management.","Sacramento, CA","09/09/2016","A.	SPECIFIC ACTIVITIES:  ESSENTIAL / MARGINAL FUNCTIONS
•	ESSENTIAL FUNCTIONS
30%Complete research projects on abandoned mines, statewide rankings and prioritizations (physical and environmental hazards), and other similar projects.
30%	Use libraries, the internet, and other resources to research information on abandoned mine sites by reviewing maps, remote sensed imagery, data, environmental documents, professional papers, and other sources.
30%	Use ArcInfo or ArcMap GIS to capture, store, analyze, and manage data, and assist as needed with map production and other GIS related tasks.
5%	Other office tasks as directed.
•	MARGINAL FUNCTIONS
5%	Performs administrative duties including, but not limited to: adheres to Department policies, rules and procedures; submits administrative requests including leave, and training in a timely and appropriate manner; accurately reports time in the Daily Log system.
B.	SUPERVISION RECEIVED
The incumbent reports directly to and receives assignments from the Environmental Program Manager I.
C.	SUPERVISION EXERCISED
None.
D.	PERSONAL CONTACTS
Incumbent will interact with other units in the OMR as needed on specific assignments. The incumbent will have occasional interaction via phone, or email with staff at CSU Chico or the U.S. Forest Service for the purpose of correlating documents or records.
E.	ACTIONS AND CONSEQUENCES
The incumbent makes decisions about information to be included in mine records or geo datasets where errors may have negative consequences on the accuracy of the record.
F.	WORKING CONDITIONS/PHYSICAL REQUIREMENTS
The incumbent will perform light office duties.",NA,"Samantha Birdsong","samantha.birdsong@conservation.ca.gov","http://www.conservation.ca.gov/omr/Pages/Index.aspx","9163222228","09/09/2016"
"131","http://wfscjobs.tamu.edu/jobs/ops-environmental-specialist-ii-database-manager-florida/","Florida Department of Environmental Protection","Full time Positions","Submit all application materials through PeopleFirst (https://jobs.myflorida.com/viewjob.html?optlink-view=view-922052&ERFormID=newjoblist&ERFormCode=any) 

This position provides program and technical support to the Florida Coastal Management Program (FCMP) and the Florida Coastal Office (FCO). FCMP is a network of state agencies implementing 24 statues that protect and enhance the state’s natural, cultural, and economic coastal resources, administered through DEP’s FCO. Additionally, FCO manages 41 aquatic preserves and, in coordination with the National Oceanic and Atmospheric Administration, three National Estuarine Research Reserves, the Florida Keys National Marine Sanctuary and the Coral Reef Conservation Program.

This position will be responsible for technical work in the implementation, operation, maintenance, security, integrity and design of a database environment for the Florida Coastal Management Program’s Statewide Ecosystem Assessment of Coastal and Aquatic Resources (SEACAR). The incumbent will also provide technical training and assistance to other FCO staff and partners, as well as provide assistance with other 309 strategies and additional duties as they are assigned in support of the FCMP. This OPS position is funded for a 5 year project time horizon. 

EXAMPLES OF WORK PERFORMED:
(Note: The examples of work as listed in this class specification are not necessarily descriptive of any one position in the class. The omission of specific statements does not preclude management from assigning specific duties not listed herein if such duties are a logical assignment to the position. Examples of work performed are not to be used for allocation purposes.)
-Creates and manages specialized databases and spreadsheets (ArcGIS, -Access, Oracle, Excel, etc.), enters data and generates graphs and figures for technical reports. 
-Analyzes, designs and implements database structures. 
-Coordinates use of the project data to ensure proper data flows, data integrity and control/minimize redundancy. 
-Evaluates user's request for new data elements and systems and incorporate into the existing shared data environment. 
-Develops and maintains database access and update procedures to ensure the proper control and security of the databases. 
-Assists program staff and partners in database access and conduct walk-throughs to ensure database efficiency. 
-Determine and implement database search strategies and queries. 
-Analyzes biological and physical data for determination of patterns for -Quality Assurance/Quality Control (QA/QC) which may include the application of statistical software/extensions. 
-Assesses and maintains the Quality Assurance/Quality Control of project data. 
-Participates in conferences, workshops, inter-agency committees, and similar activities relevant to the assigned functional area of responsibility.　 
KNOWLEDGE, SKILLS AND ABILITIES:
(Note: The knowledge, skills and abilities (KSA's) identified in this class specification represent those needed to perform the duties of this class. Additional knowledge, skills and abilities may be applicable for individual positions in the employing agency.)
-Knowledge of natural resource assessment principles and practices involved with measuring physical, chemical and biological parameters in coastal/aquatic environments, especially in relation to water quality. 
-Knowledge of lab and field protocols related to water quality and habitat monitoring.  
-Knowledge of environmental data collection equipment and the methods of its maintenance and calibration. 
-Knowledge of the methods of data collection and analysis. 
-Knowledge of current database technologies. 
-Knowledge of data management techniques and systems, remote sensing analysis, multivariate statistics, meta-analysis, Global -Positioning Systems, Pathfinder, ENVI, Python, C++, .NET, R, GME, SQL, SAS. 
-Skill in the proficient use of MS Access, Oracle or other database systems. 
-Skill in developing and maintaining databases and metadata. 
-Ability to manage complex datasets from multiple sources and diverse platforms. 
-Ability to devise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects. 
-Ability to effectively processes work and data flows in a timely manner. 
-Ability to communicate technical information effectively, including ability to organize data into logical format for presentation in reports, documents and other written materials. 
-Ability to formulate standardized protocols for data management. 
-Ability to formulate standardized protocols for the collection of environmental data and for the Quality Assurance/Quality Control of project data. 
-Ability to utilize problem-solving techniques. 
-Ability to establish and maintain effective working relationships with others.　 
The State of Florida is an Equal Opportunity Employer/Affirmative Action Employer and does not tolerate discrimination or violence in the workplace. 
Applicants requiring a reasonable accommodation, as defined by the Americans with Disabilities Act, must notify the agency hiring authority and/or People First Service Center (1-877-562-7287). Notification to the hiring authority must be made in advance to allow sufficient time to provide the accommodation. 
The State of Florida supports a Drug-Free workplace. All employees are subject to reasonable suspicion drug testing in accordance with Section 112.0455, F.S., Drug Free Workplace Act.","TALLAHASSEE FLORIDA","08/31/2016","MINIMUM QUALIFICATIONS:

-A bachelor’s degree in Computer Science, Geography, Environmental Science, Marine Science or related field from an accredited college or university. 
-Two years of professional experience in computer systems analysis,  database creation and maintenance, data management, collection and analysis of environmental data (i.e., water quality, habitat, and/or species), or environmental monitoring/research.  
-A master’s degree can substitute for one year of experience.","$18-$20 per hour, depending on experience","Cheryl P. Clark","Cheryl.Clark@dep.state.fl.us","https://jobs.myflorida.com/viewjob.html?optlink-view=view-922052&ERFormID=newjoblist&ERFormCode=any",NA,NA
"132","http://wfscjobs.tamu.edu/jobs/wildlife-technician-usda-wildlife-services-des-moines-iowa/","USDA Wildlife Service","Temporary/Seasonal Positions","The USDA Wildlife Services program in Iowa is looking to hire at least one and possibly two wildlife technicians to work on our crow damage management program in Des Moines.  These would be entry-level seasonal temporary appointments at the federal GS-5 level ($15.49/hr).  The crow project begins in October and goes through March.  The position would be required to work evening/night hours, including weekend evening/night hours.  

Thousands of crows roost at night in the downtown Des Moines area during the winter, causing significant damage and risk to human health due to their droppings.  Wildlife Services uses a variety of techniques (lasers, pyrotechnics, effigies) to harass the birds every night.  Limited lethal removal using pellet rifles is also used to reinforce non-lethal harassment.  

This would be a great opportunity for somebody looking to gain field experience and learn about USDA Wildlife Services and wildlife damage management.  We are looking for a highly motivated person who is willing to work these unusual hours.","Des Moines, IA","09/09/2016","Applicant must possess a valid driver's license and pass a background check and a drug test prior to employment.   A degree and experience in wildlife biology is highly preferable.  Experience with and safety training in safe and proper use of firearms is also preferable.
The work requires physical exertion such as walking over rough, uneven or rocky surfaces, bending, crouching, stooping, climbing stairs/ladders, and stretching. Agility and dexterity are required.  Much of the work is performed on rooftops of high-rise buildings, therefore applicant must not have a fear of heights.  There will be considerable time spent outdoors with exposure to extremes of weather and temperature.  
Interested applicants should submit resume and list of references to email address provided.","$15.49/hr","David Marks","david.r.marks@aphis.usda.gov","https://www.aphis.usda.gov/aphis/ourfocus/wildlifedamage",NA,"10/01/2016"
"133","http://wfscjobs.tamu.edu/jobs/field-technician-i-texas/","National Ecological Observatory Network (NEON)/Battelle Ecology","Full time Positions","The ideal candidate will report to the Field Operations Manager and is a biological sampling lead performing seasonal and periodic sampling activities and sample processing. Seasonal field sampling is conducted with the assistance of temporary field crews under the guidance of the Field Technician.
Instrumentation (tower) emphasis:
•	Test, troubleshoot and operate instruments, calibration equipment and test fixtures.
•	Inspect and maintain civil infrastructure including boom arms, sensor mounts, towers, boardwalks and instrument huts.
•	Assist the NEON Systems Engineering Product Team with instrument installation and testing (approximately the first 6 months).
•	Record activities, completed work and trouble tickets according to Field Operations protocol.
A complete job description is available at  http://www.neonscience.org/about/careers","NEON Project/Battelle Ecology Support Facility in Denton, TX","09/05/2016","REQUIRED: EDUCATION, EXPERIENCE, KNOWLEDGE AND SKILLS
All Technician Levels:
•	Ability to work in a team environment.
•	Experience should include performing scientific data entry and data management.
•	Ability to hike off-trail to assigned field site for long distances carrying field equipment (pack weighing up to 40 lbs.) for extended periods of time.
•	Ability and willingness to travel overnight frequently (e.g. semi-monthly for 3-4 nights).
NEON will be selecting an individual for the Field Technician I level. Equivalent education and experience may be considered.
Field Technician I
•	Bachelor’s degree in ecology, environmental sciences or related scientific discipline.
•	One (1) or more years’ of related experience.
In order to be considered for any open position with the NEON Project/Battelle Ecology, you must please go to our website http://www.neonscience.org/ and apply. We are unable to create an account/application for you.

If you have trouble submitting your application, trying a different browser usually resolves the issue. Please know you must answer all required questions, before the system will allow you to move forward or complete your application.

Also, as long as the requisition is listed on our website we will continue to accept and review resumes for that position(s).

All applications will be reviewed by the Hiring manager and the NEON Project/Battelle Ecology will contact you, via the information provided on your application, if we would like to speak with you regarding a phone screen or interview.","Competitive and at Market Value BOE","NEON Project/Battelle Ecology HR Department","careers@neoninc.org","http://www.neonscience.org/about/careers",NA,"09/12/2016"
"134","http://wfscjobs.tamu.edu/jobs/northeast-fisheries-observer/","A.I.S., Inc.","Full time Positions","AIS Inc. has been awarded a contract with NMFS to supply Northeast Fisheries Observers from CT to ME.  We are currently accepting applications for current NEFOP observers and At-Sea Monitors who would like to work with AIS.  We are also accepting applications for potential new observers for a training that will start on 11/29/16.

Responsibilities: Work at sea collecting and recording data and biological samples for the National Marine Fisheries Service (NMFS) aboard commercial fishing vessels.   
Observers work on deck on vessels ranging from 40’ to 100’ on trips ranging from 1 to 14 days collecting data on fish catch and discard. Positions are located in ports from Maine to Connecticut.  This is a challenging job and candidates must be physically able to handle heavy lifting, working odd hours and long days in rough seas.  Fishing activity dictates vessel departures and arrival.  Since vessel schedules change, observers must be prepared for sudden sea assignments of extended and uncertain duration.  Observing provides an excellent start to a career in marine biology, as observers are widely recognized as being excellent field biologists.
 Training:  Three-week, paid training course to be scheduled in Late November in Falmouth, MA. Accommodations and meals provided.   Training includes instructions on sampling protocols, gear, fisheries, fish identification, marine mammal/sea turtle identification and safety. 

 Compensation:  These are full time positions based on an average of 12 sea days a month.  Compensation starts at $15.00 and is commensurate with experience.  The AIS benefits package includes health and dental insurance, vacation, sick and holiday benefits. 
More information: 
VEVRAA Federal Contractor
Request Priority Protected Veteran Referrals
Equal Opportunity Employer Minorities/Females/Protected Veterans/Disabled
Additional questions regarding the position can be directed to Jay Litchfield at 508-990-9054.
For more information please visit the AIS, Inc. website  www.aisobservers.com.","CT - ME","09/18/2016","Qualifications:  A bachelor’s degree from an accredited college or university with a major in one of the natural sciences and a minimum of 30 semester hours or equivalent in the biological sciences, at least one undergraduate course in math or statistics, and experience with data entry on computers are required.  Candidates are expected to commit to the program for at least a year. Your own transportation is required.  At-sea experience is desirable.  Observer must be a U.S. Citizen, or a non-citizen who has a green card, TN Authorization, H1 visa, or valid work visa, and a social security card. 

Contact: If you would like to apply, please click the following link https://goo.gl/lbemwZ  to submit the required information:  resume, cover letter, at least 5 professional references (name, email address and phone number), and unofficial copies of your college transcripts.  All documents must be submitted in order for your application to be considered.
Closing:  Open until filled.","$15.00/hour plus full benefits","Jay Litchfield","jay@aisobservers.com","http://www.aisobservers.com","508-990-9054",NA
"135","http://wfscjobs.tamu.edu/jobs/feral-pig-research-associate-texas/","Borderlands Research Institute/Sul Ross State university","Full time Positions","Provide technical support for feral pig research and management initiatives including but not limited to: coordinate research activities, data collection and compilation, computer programming, field work conducted in association with faculty and agency researchers, assess efficacy of various toxic baits and delivery systems, and disseminating research related information to the public. Must be willing and able to work with students, faculty and agency collaborators in the use of technical equipment, hardware and software used in the course of data collection, compilation and reporting. 

Technician will be stationed at the Texas Parks and Wildlife Department’s Kerr Wildlife Management Area in Kerr County, Texas (http://tpwd.texas.gov/huntwild/hunt/wma/find_a_wma/list/?id=12).  

This is generally a 40 hr/week position and will be required to work some weekends and holidays.  This job will be strenuous, requiring foot travel through dense vegetation in harsh weather conditions (extreme temperatures, humidity, and rain). Biting insects and venomous snakes may be encountered during field work.

Applicants MUST be available for work during the entire field season. There may be the opportunity for an exceptional technician to conduct independent research resulting in authorship of scientific publications or Masters level Thesis.

Above all else, this position requires patience, endurance, a willingness to learn, and a strong team-player mentality. 

The position will be filled as soon as a suitable candidate is found. Applicants will need to provide details on their radio telemetry and scientific data collection experience and have references that can attest to that experience. 
* Those with allergies, this technician will frequently come into contact with peanut products.*

Continuation of this position is dependent on receiving extramurally funded grant.","Technician will be stationed at the Texas Parks and Wildlife Department’s Kerr Wildlife Management Area in Kerr County, Texas (http://tpwd.texas.gov/huntwild/hunt/wma/find_a_wma/list/?id=12).","09/01/2016","Earned B.S. in Wildlife Science (M.S. preferred) or closely related field, with experience in feral pig ecology and management.","$1,500/month plus housing","Ryan Luna","rluna@sulross.edu","http://bri.sulross.edu/","8308328406",NA
"136","http://wfscjobs.tamu.edu/jobs/park-ranger-montana/","Montana Fish, Wildlife and Parks","Full time Positions","Description:
 
Montana Fish, Wildlife and Parks works to perpetuate all that it means to hunt, camp, fish, hike, ride, float, play, climb, sit, wander, explore and revel  - to venture outside and into this land we call Montana. The outside is in us all. 
  
Women and minorities are under-represented in this job category and are encouraged to apply.
  
Identity of applicants who become finalists may be released to the public if the Department deems it necessary. Employees scheduled at least half-time for more than 6 months consecutively are also provided health, dental and life insurance. Other benefits include retirement, paid vacation, sick and holidays. This position may be covered by a VEBA (Voluntary Employee Beneficiary Association.)
  
Supplemental Questions:   
 Describe your work experience relating to outdoor recreation management and interacting with the public. Include your experience in creating new recreating opportunities for the public in a designated recreation park or similar area.
 Describe your experience in proactive enforcement of rules and regulations as it applies to different types of recreation that may be found at Cooney State Park.
 Describe your experience performing park maintenance activities including grounds maintenance, facility maintenance, toilets, campsites, boating facilities, and equipment operation.
 This exciting and challenging Permanent full time Park Ranger Generalist position is based at Cooney State Park near the communities of Roberts and Red Lodge, MT, about one-hour drive from Billings, MT.  Cooney State Park is a popular destination where outstanding water-based recreational opportunities abound on and around the 1,078 acre Cooney Reservoir. Visitors come to the park to camp, boat, fish, exercise, relax, and enjoy the scenery which includes views of the Beartooth Mountains to the south.
  
The Park Ranger Generalist position is involved in all aspects of visitor services and safety, administration of campground operations and reservations, resource protection, rule compliance, revenue collection, light maintenance and park improvements. There is a high degree of public contact, in person, on the phone and by written communication. The incumbent must be able to obtain or maintain Ex-officio Warden status which includes a criminal background check. The incumbent will be required to work a variety of shifts including evenings, weekends and holidays. Some emergency call out is possible. Some travel for training and meetings is required, including periodic overnight travel. The Park Ranger position will work under the immediate supervision of the Park Manager, and will provide direction for other park staff and volunteers.
  
Incumbents must have the ability to lift and carry 50 lbs, sit or stand for long periods of time, work in environmental extremes for long periods of time, and assist public independently in extremely harsh weather, and at night. Experience with motorized boat operation is desirable.
  
Will be required to acquire and maintain CPR, first aid, and OC spray certification. 
 
Duties:  
 Assists with the daily operations of the park and assigned resources.
 Provides resource stewardship in a proactive manner, providing recommendations to the Park Manager based on observations of visitors, staff, volunteers, grounds, and equipment operations.
 Performs fee collection, reservation/registration processes, banking, remittance processing, enterprise sales and inventory.
 Assists with or leads public meetings and presentations as it relates to operation and management of the park, planning processes, and adjacent landowner issues.
 Addresses and resolves visitor conflicts and complaints.
 Patrols park roads, trails, facilities, grounds, water bodies, and other park areas via motor vehicle, foot, watercraft, horseback, or bicycle to monitor visitor activities and resource conditions.
 Explains and interprets rules, policies, and laws to public.
 Will be required to perform duties within the Ex-officio commission purview after satisfying training requirements and commission certification. Ex-officio duties include; enforcing department and park rules, regulations, and state laws.
 Investigates and documents offenses and incidents in accordance with Parks Division incident reporting policy.
 Assists Montana Fish, Wildlife, & Parks Wardens and Carbon County Sheriff’s Deputies in the compliance of park, and agency laws.
 Assists local and state emergency services personnel in site-specific incident control, first aid, search and rescue, and emergency services.
 Provides services to visitors, including providing activity information, information on historical, cultural, natural and recreational resources.
 Schedules and coordinates tours, group use, educational programs and special events.
 Participates in park tourism and marketing programs.
 Participates with the design, implementation, and distribution of park pamphlets, brochures, educational materials and teaching resources.
 Participates in oversight and assists in the development of park interpretive and educational program materials, including educational trunks.
 Completes maintenance of assigned facilities and natural resources.
 Participates in cleanup of facilities, grounds, trails, equipment, and vehicles.
 Participates in grounds and facility inspections to identify hazardous conditions, and ensure safety of staff and visitors.
 Will be required to assist with floating boat dock installation and removal, and adjusting docks to fluctuating water levels.
 Experience with the use of a bumper pull trailer is desirable for dock duties as well as launching and retrieving water craft.
 May participate in weed control with appropriate training.
 Ensures facility fire extinguishers, security systems, and other safety systems are up to code and park staff is trained on their use as assigned. ","Roberts and Red Lodge, MT","September 10, 2016","Qualifications:
 
  Must possess knowledge of parks, recreation and maintenance management.
 Be familiar with natural and cultural resource management principles.
 Have ability to communicate effectively, both verbally and in writing, in a concise and interpretable manner, with department employees, the public, special interest groups and appropriate land management agencies.
 Must possess proficiency in the safe handling and operation of site-specific specialized equipment, such as motorized and non-motorized watercraft, bicycles, and landscape equipment.
 Be willing to train and act under ex-officio commissioned duties to assist in the enforcement of FWP statutes, administrative rules and regulations.
 Be willing to work effectively in all extreme environmental conditions, ability to work in various locations, conditions and hours.
 Must act ethically, appropriately, and quickly to serve all visitors and park patrons. 
 Education/Experience: 
 
Educational experience for this position is typically gained through a Bachelor’s Degree in an associated field such as Park and Recreation Management, Environmental Sciences, Criminal Justice, Business, Biology, etc. 
 
Other combinations of education and experience which could provide such knowledge, skills and abilities will be evaluated on an individual basis. 
 
Required Application Materials:  Cover Letter, Supplemental Questions (Refer to Job Posting)","18.42  Hourly  ","Joyce Hill"," jhill@mt.gov ","https://mtstatejobs.taleo.net/careersection/200/jobdetail.ftl?job=16142117","406-444-5670",NA
"137","http://wfscjobs.tamu.edu/jobs/education-and-public-programs-coordinator-texas/","Shangri La Botanical Gardens and Nature Center","Full time Positions","The Nelda C. and H.J. Lutcher Stark Foundation is seeking a talented, motivated, and experienced environmental educator to serve as the Education and Public Programs Coordinator with Shangri La Botanical Gardens and Nature Center. This individual will lead the education department of Shangri La in developing, planning, and implementing educational programming focused on engaging school groups and the general public. Shangri La is a Platinum LEED-NC Certified facility with an award winning design. For more information about our organization, check our website at starkculturalvenues.org.
Duties:
•Provide leadership and strategic direction for education programs, ensuring that mission-based programs are being delivered 
•Direct the planning, development, and implementation of educational and interpretive programs and services to meet the changing needs of diverse audiences
•Plan, develop, and manage budgets and budget projections for education and public programs
•Monitor and evaluate effectiveness of all educational programming 
•Serve as liaison with schools and community groups for educational programs 
•Organize and implement activities for annual events, including Trash-Off, Eco-Fest, Autumn Fair, and Dreaming of a Green Christmas 
•Direct, train, supervise, and support education staff
•Ensure that work undertaken by the education staff meets the highest ethical and professional standards
•Develop and support the capabilities of education staff members, enhancing exceptional ability and maintaining accountability
•Develop, promote, and maintain volunteer activities within the scope of educational programming and in conjunction with Volunteer Coordinator
•Cooperate with other Shangri La departments as well as colleagues at other Stark Cultural Venues for annual event planning and long-term program planning and, also, to foster a productive, efficient, and team-oriented working environment
•Teach education programs, including field trips, teacher workshops, and public programs 
•Serve as Manager on Duty on a regularly scheduled basis 
•Other duties as may be assigned
Schedule
•Full-time, Exempt
•Monday through Friday, 8 a.m. to 5:00 p.m.; occasional Saturday Manager on Duty responsibilities is required as part of shared rotation with other staff
Compensation:  DOE. This is a full-time, exempt position with excellent benefits package which includes medical, dental, and life insurance; defined benefit pension and 403b retirement plans; paid sick leave, vacation and holidays.
Application Process:  Email a cover letter, resume, and three references to Sarah Wester at swester@starkfoundation.org on or before September 20, 2016. Please put Education and Public Programs Coordinator in the subject line.","Orange, TX","09/20/2016","•Bachelor’s degree (B.S.) in Environmental Education or similar field is required, Master’s degree (M.S.) preferred; current Teaching Certificate required
•Five  years of environmental education experience with an emphasis on outdoor science education, preferably at a nature center or botanical garden 
•Valid Driver’s License and good driving record
•Ability to devise and carry out education programs, including preparation and use of publications and exhibits
•Ability to apply environmental education techniques and resources as appropriate
•Knowledge of pedagogy and practical applications, including, but not limited to:
	-the learning characteristics of students and adults
	-knowledge of the objectives, curricula, and operation of 
	 schools and other educational institutions
	-knowledge of education (specifically outdoor science 
	 education) and evaluation methods
•Skill in oral and written communication techniques for appropriate education levels and objectives 
•Skill in using research techniques 
•Ability to keep accurate and detailed records
•Ability to multi-task and to plan, implement and prioritize workloads
•Knowledge of emergency evacuation; First Aid training
•Proficient in Microsoft Office products:  Word, Excel, Outlook, PowerPoint, Publisher","DOE","Sarah Wester","swester@starkfoundation.org","http://starkculturalvenues.org/","4098833513",NA
"138","http://wfscjobs.tamu.edu/jobs/manager-v-branch-chief-for-administration-and-research-texas/","TPWD - Wildlife","Full time Positions","Under the direction of the Wildlife Division Director, position is responsible for the administrative and wildlife research functions of the Wildlife Division of the Texas Parks and Wildlife Department (TPWD).  Provides direct supervision, oversight and strategic direction for administrative services, to include budget management, Federal Aid, purchasing, contracting, human resources, wildlife research and technical programs.  Coordinates closely with the Deputy Division Director to ensure appropriate allocation of administrative services and funds in support of regional and program operations.  Communicates with internal and external stakeholders on accountable business practices to achieve conservation priorities of the division.  Works under minimal supervision with extensive latitude for the use of initiative and independent judgment.  Performs additional duties as assigned.  Complies with all Agency, Division and Branch rules, regulations and procedures.

POSTING NUMBER:  16-00725

WORKING CONDITIONS:
Required to work from 8:00 a.m. to 5:00 p.m., Monday through Friday;
Required to work overtime as necessary;
Required to travel 20% with possible overnight stays;
Required to operate a State vehicle;
Non-smoking environment in State buildings and vehicles.","TPWD Headquarters, 4200 Smith School Road, Austin, TX 78744","09/02/2016"," Qualification Guidelines:
MINIMUM QUALIFICATIONS: 
Education:
Graduation from an accredited college or university with a Bachelor's degree in Wildlife Biology, Wildlife Management, Wildlife Ecology, Business Administration, or closely related field.
Experience:
Five years of progressively responsible experience in positions directly related to supervision, management and administration of natural resource programs and personnel.
Licensure:       
If driving is required, application must possess a valid class ""C"" Texas driver's license.
ACCEPTABLE SUBSTITUTIONS: 
Experience:
Graduation from an accredited college or university with a MA degree in Wildlife Biology, Wildlife Management, Wildlife Ecology, Business Administration, or closely related field may substitute for one year of the required experience;
Graduation from an accredited college or university with a PhD in Wildlife Biology, Wildlife Management, Wildlife Ecology, Business Administration, or closely related field may substitute for two years of the required experience.
PREFERRED QUALIFICATIONS: 
Education:      
An advanced degree in a field directly related to natural resource conservation or business administration.
 Knowledge, Skills and Abilities:
Knowledge of sound business practices with respect to management of wildlife resources including game, non-game, threatened and endangered species and the full range of relevant conservation issues on both public and private lands;
Knowledge of budget management;
Knowledge of Federal Aid grants management;
Knowledge of contracting and purchasing rules
Knowledge of human resource management practices;
Knowledge of wildlife research priorities and technical applications;
Knowledge of relevant state and federal laws;
Skill in using MS Word, Excel and Outlook;
Skill in effective verbal and written communication;
Skill in developing innovative programs for increasing efficiency in business practices within the division;
Skill in supervision and maintaining effective working relationships with direct reports, co-workers, staff of other agencies, and other stakeholders having interest in natural resource conservation;
Skill in leadership and staff development;
Skill in developing and maintaining an effective working team within the Division and between divisions;
Skill in meeting deadlines;
Skill in budget preparation, justification, monitoring and control;
Ability to develop innovative programs to help achieve departmental goals of budgetary self-sufficiency and increased participation by all segments of the population in activities related to natural resource conservation;
Ability to communicate effectively, both verbally and in written presentations to the TPWD Commission, Legislative committees, public interest groups, etc.;
Ability to maintain flexibility and work with frequent interruptions and multiple changing priorities;
Ability to work independently with little or no supervision;
Ability to work as a member of a team;
Ability to negotiate among competing interests;
Ability to make sound judgments on limited data and under considerable pressure;
Ability to conduct work activities in accordance with TPWD safety program.
ADDITIONAL REQUIREMENTS:
In order to be considered for this position, the following information is required:
Submittal of a completed online application;
Work history experience MUST be completed in the online application;
A scanned copy of official college transcript(s) issued from the registrar must be attached to the online application (if applicable);
Applicants claiming Veterans Preference will be required to submit a DD214 or other supporting documentation if selected for an interview.
NOTE: Resume and professional references may be attached to the online application, but not in place of the completed application.  A skills test may be conducted at time of interview.","$7,783.83 - $8,641.66 Monthly","Clayton Wolf",NA,"http://agency.governmentjobs.com/tpwd/default.cfm?action=viewJob&jobID=1509300","(512) 389-8092",NA
"139","http://wfscjobs.tamu.edu/jobs/environmental-educator-alabama/","Alabama 4-H Science School","Temporary/Seasonal Positions","Located on the property of the Alabama 4-H Center, the Alabama 4-H Science School rests on 264 acres of lush rolling woodlands along the banks of beautiful Lay Lake and is surrounded by some of the state’s most ecologically diverse features, including the Cahaba River, Talladega National Forest, Cheaha Wilderness and Oak Mountain State Park. The Center is also located only 35 miles from Birmingham, a culturally diverse city with excellent dining, music and arts.

At the 4-H Science School, environmental educators will provide hands-on, educational experiences that connect people of all ages to the natural world and each other, while fostering respect and understanding for the environment and stimulating critical thinking and educated decision making to engender environmental stewardship.

Are you ready to take the next step and start building or expanding your foundation in environmental education, outdoor education and animal husbandry? The tremendous amount of learning and teaching opportunities at the Alabama 4-H Science School enables seasonal instructors to become well equipped for most any position in the outdoor field. You'll get involved with team building facilitation, belaying, science-based teaching, live animal husbandry for an extensive collection of native and non-native species, and the list goes on! Positions are available during the spring (mid-February to mid-May), summer (end of May to mid-August) and fall (mid-August to mid-December). Preference is given to those who can make a 2+ season commitment.

Benefits include a salary of $290/week (paid monthly), furnished staff housing, meals when the dining room is in service, and an extensive staff educational training program, including animal care, Alabama Boating License online course reimbursement, and certification in CPR/AED/First Aid.

The staff duplex is located on camp property about one mile from the main camp and includes a private room with queen or full size bed. Off-site housing is provided in two apartments about six miles from camp and staff share each 2-bedroom apartment with laundry, kitchen and living room. Having a car to help get to work on colder/rainy days as well as for use to explore the great state in down time is preferred.","Columbiana, AL","08/23/2016","Those who are flexible, genuinely enjoy working with children, and want to better themselves for the future will thrive at the Alabama 4-H Science School. An ideal applicant has high-energy and is attentive, honest, hardworking, positive, outgoing, thorough in their work, and able to communicate when they are unsure.

Applicants must have a college degree in education, environmental education, outdoor education, natural science, recreation or in a related field, the ability to pass a criminal background check, and 1-2 seasons previous experience in the field is preferred.

Please email Luci Davis your cover letter, resume, and three references at davislg@aces.edu by August 23rd.","$290/week+Room&Board","Luci Davis","davislg@aces.edu","http://www.aces.edu/4-H-youth/4H-Center/crss/",NA,"08/24/2016"
